,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z1108,1940.345713,-3.784548593,1.727986254,-2.19014971,0.028513381,NA
gene-Z4546,11772.34567,-3.765793685,1.719462624,-2.190099182,0.028517045,0.208373382
gene-Z0443,3885.339183,3.764269039,1.722096724,2.185863887,0.028825565,NA
gene-Z1248,1762362.426,-3.74196947,1.715276528,-2.181554641,0.029142418,0.211520531
gene-Z2777,7321.809195,3.746048007,1.717940562,2.180545759,0.029217031,0.211520531
gene-Z0522,22241.33984,3.732887195,1.714923336,2.176707913,0.029502368,0.212606511
gene-Z5762,38063.35725,3.727006336,1.713914686,2.174557676,0.029663279,0.212790005
gene-Z2296,886.5468122,3.778383858,1.738027968,2.173948824,0.029708979,NA
gene-Z5920,3993.227518,3.729203066,1.717784918,2.170937134,0.029935925,NA
gene-Z4750,22373.40657,-3.708108025,1.711883388,-2.166098492,0.030303661,0.215960848
gene-Z4031,5205.452806,-3.711123659,1.71438962,-2.164690929,0.030411362,NA
gene-Z0883,71490.56983,3.699529804,1.710423762,2.162931717,0.030546432,0.215960848
gene-Z3140,37966.54299,-3.698922736,1.710509509,-2.162468385,0.030582091,0.215960848
gene-Z4021,8918.170652,-3.700324151,1.711908094,-2.161520332,0.030655168,0.215960848
gene-Z0875,74051.14763,3.691488311,1.709451459,2.159457814,0.030814667,0.216115364
gene-Z3903,53159.95565,-3.675644193,1.707603995,-2.152515573,0.03135677,0.218489203
gene-Z0157,40050.2812,3.672649683,1.707375151,2.151050213,0.031472237,0.218489203
gene-Z1257,808719.6064,-3.668655157,1.706503264,-2.149808461,0.031570369,0.218489203
gene-Z5155,1788.412761,3.69112286,1.718211945,2.148234896,0.0316951,NA
gene-Z4465,1811.215288,3.68845039,1.71777473,2.1472259,0.031775302,NA
gene-Z4829,4036.600978,-3.655478898,1.708530976,-2.139544995,0.032391556,NA
gene-Z1861,7875.898856,-3.647891646,1.705833504,-2.138480477,0.032477767,0.22378321
gene-Z4863,730.2849037,-3.694879223,1.729807523,-2.136005986,0.032678926,NA
gene-Z0563,4210.396839,-3.63881233,1.706371851,-2.132484973,0.032966999,NA
gene-Z4879,149.8523682,3.915675143,1.844583392,2.122796486,0.033770909,NA
gene-Z3849,1720.021959,-3.626181663,1.709906117,-2.120690502,0.033947856,NA
gene-Z0826,41320.49437,3.585492494,1.696816763,2.11306994,0.034594782,0.237012087
gene-Z4758,244225.3158,3.578940244,1.695700332,2.110597124,0.034806955,0.237012087
gene-Z3413,25133.51907,-3.577834992,1.696078749,-2.109474572,0.034903639,0.237012087
gene-Z4029,12842.62145,-3.576842,1.696516372,-2.108345112,0.035001148,0.237012087
gene-Z1970,3403.398798,3.583824714,1.700909126,2.1070054,0.035117111,NA
gene-Z4819,2249.278846,3.588856566,1.703925347,2.106228757,0.035184486,NA
gene-Z2810,7231.287022,3.565848367,1.696240815,2.102206441,0.035535196,0.238995019
gene-Z0475,797.5515193,3.613986217,1.719878334,2.101303416,0.03561434,NA
gene-Z5758,9769.230087,3.561164542,1.695098554,2.100859878,0.035653268,0.238995019
gene-Z5561,1007771.254,-3.554096531,1.69262412,-2.099755338,0.035750369,0.238995019
gene-Z0180,418487.2774,-3.548838807,1.692005324,-2.097415863,0.035956778,0.239356349
gene-Z5839,2706.571024,3.56344445,1.699625004,2.096606275,0.036028443,NA
gene-Z4207,507.008063,3.630860455,1.733353967,2.09470225,0.036197469,NA
gene-Z4886,3928.762979,3.552483845,1.696460259,2.094056625,0.036254936,NA
gene-Z3132,44335.05891,3.542046547,1.691508229,2.094016739,0.036258489,0.240346356
gene-Z4370,9321.149526,-3.537818969,1.692192546,-2.090671643,0.036557509,0.241310278
gene-Z5169,7263.066262,3.535187821,1.692494715,2.088743787,0.036730793,0.241439647
gene-Z3426,4256.371029,-3.519083277,1.691771163,-2.080117781,0.037514731,NA
gene-Z2640,2967.734624,-3.519783035,1.693342994,-2.07860017,0.037654115,NA
gene-Z0211,8489.050249,-3.506407174,1.688516521,-2.076619998,0.037836646,0.247672377
gene-Z5286,15769.80147,-3.497174323,1.686602502,-2.073502393,0.038125549,0.248527954
gene-Z5154,100.8411973,3.930070976,1.897338111,2.071360372,0.038325131,NA
gene-Z2846,5482.052996,3.49584971,1.68839872,2.07051194,0.038404429,NA
gene-Z0124,1873649.195,-3.487055893,1.684450077,-2.070144993,0.038438769,0.24953432
gene-Z4030,2868.940453,-3.496133307,1.69062121,-2.067957794,0.038643992,NA
gene-Z5250,24559.12694,3.479375868,1.684153577,2.06594928,0.038833269,0.250158488
gene-Z4825,1304.928718,-3.506948288,1.69801107,-2.065327106,0.038892061,NA
gene-Z4476,2884.427378,3.488839878,1.690132291,2.064240709,0.038994899,NA
gene-Z1254,16282.06133,-3.470875806,1.683361984,-2.061871326,0.039219988,0.250158488
gene-Z1989,14.09427716,6.94739074,3.371258816,2.060770507,0.039324939,NA
gene-Z1740,48029.52131,-3.460742072,1.681532686,-2.058087898,0.039581696,0.250158488
gene-Z5558,483266.7565,-3.45861285,1.68099912,-2.057474515,0.039640604,0.250158488
gene-Z4070,7400.619695,3.463199598,1.683658597,2.056948839,0.039691147,0.250158488
gene-Z4680,333849.4316,-3.45393379,1.680440766,-2.055373721,0.039842922,0.250158488
gene-Z0182,70211.49739,-3.45355315,1.680558172,-2.055003633,0.039878654,0.250158488
gene-Z2016,575431.2483,-3.448898951,1.679806796,-2.053152159,0.040057823,0.250158488
gene-Z1061,10680.54256,-3.450367142,1.681322779,-2.052174148,0.040152741,0.250158488
gene-Z2634,9594.981197,-3.450411199,1.681477218,-2.052011863,0.04016851,0.250158488
gene-Z0535,224377.6541,3.443762834,1.67922964,2.050799218,0.040286504,0.250158488
gene-Z0442,2327.971893,3.46185655,1.688123889,2.050712375,0.040294965,NA
gene-Z3842,1606.495913,-3.466301475,1.690940235,-2.049925482,0.040371703,NA
gene-Z0181,106756.1292,-3.436307784,1.678378012,-2.047397999,0.040619023,0.250434598
gene-Z1090,18988.29678,-3.437324319,1.679131647,-2.04708447,0.040649792,0.250434598
gene-Z4086,341.6016532,3.560244551,1.739436694,2.046780181,0.040679672,NA
gene-Z5840,1300.801108,3.464895591,1.693818618,2.045611942,0.040794566,NA
gene-Z4883,7519.36398,3.43668244,1.680377453,2.045184809,0.040836642,0.250602984
gene-Z5855,2010.699647,-3.448475797,1.686941164,-2.04421818,0.040931998,NA
gene-Z2639,4766.801988,-3.431644452,1.680711379,-2.041780936,0.041173266,NA
gene-Z5294,15100.42398,-3.422995829,1.677574197,-2.040443776,0.041306146,0.251973413
gene-Z2743,38831.94839,-3.419723813,1.676586079,-2.039694744,0.041380739,0.251973413
gene-Z0760,367.1223622,-3.522127478,1.72804756,-2.038212118,0.041528724,NA
gene-Z0881,215998.6063,3.413264399,1.675499361,2.037162459,0.041633764,0.252535305
gene-Z2953,3236.247383,3.424986941,1.681702246,2.036619115,0.041688226,NA
gene-Z3492,6325.394137,-3.417827796,1.678268702,-2.036520011,0.041698166,NA
gene-Z1971,5959.815434,3.410891309,1.677759902,2.033003236,0.042052196,NA
gene-Z4667,501477.6532,-3.401176273,1.673968671,-2.031804019,0.0421735,0.254825265
gene-Z2754,42417.26404,3.390497274,1.673005206,2.026590988,0.042704259,0.257043643
gene-Z4878,1313.60341,3.418185834,1.687930947,2.02507445,0.04285972,NA
gene-Z5484,38199.73616,-3.386539361,1.67252517,-2.024806216,0.042887267,0.257159907
gene-Z2254,20.26891287,-5.624445938,2.777997597,-2.024640318,0.042904311,NA
gene-Z3715,272.6068107,3.529290263,1.746957448,2.020249702,0.043357493,NA
gene-Z5559,915984.3712,-3.37315395,1.670519099,-2.019225014,0.043463838,0.259626193
gene-Z2487,898.0739175,3.414933873,1.693010648,2.017077611,0.043687415,NA
gene-Z2490,4406.860995,3.377650851,1.6745993,2.016990483,0.043696506,NA
gene-Z5209,10797.32371,-3.369795416,1.671431863,-2.016112945,0.043788167,0.25968172
gene-Z4440,18808.19205,3.368111628,1.670720024,2.015964124,0.043803727,0.25968172
gene-Z0860,4546.914485,-3.369693391,1.673255495,-2.013854669,0.044024794,NA
gene-Z0299,5727.276639,-3.366616567,1.672222647,-2.013258565,0.044087435,NA
gene-Z2251,1000.626563,3.39404196,1.688644184,2.009921328,0.044439516,NA
gene-Z4122,13702.67438,3.351840302,1.669029578,2.008256982,0.044615991,0.263502712
gene-Z5194,45205.93422,-3.346104154,1.667502549,-2.006656096,0.044786294,0.263517857
gene-Z4426,6093.425825,3.343886089,1.669466177,2.002967256,0.045180803,NA
gene-Z0740,401356.3379,3.327225624,1.664907026,1.998445301,0.045668404,0.265685706
gene-Z5249,27232.94555,3.328607703,1.665608654,1.998433242,0.045669711,0.265685706
gene-Z5496,6601.541296,-3.32866981,1.667223015,-1.996535424,0.045875674,0.265685706
gene-Z1228,27216.78747,-3.324069983,1.665005105,-1.996432307,0.045886887,0.265685706
gene-Z5875,2942.012568,3.332286165,1.670767586,1.994464217,0.046101347,NA
gene-Z2435,142765.816,3.317252635,1.663634078,1.993979733,0.046154269,0.265685706
gene-Z2751,6554.828834,-3.322757897,1.666511057,-1.993840895,0.046169445,0.265685706
gene-Z0671,3051.847256,3.325080297,1.66968856,1.991437431,0.046432818,NA
gene-Z4261,23331.56574,-3.312967556,1.663613413,-1.991428736,0.046433773,0.266231594
gene-Z0758,250.6432288,-3.455430401,1.7375311,-1.988701326,0.04673418,NA
gene-Z3956,904.0304275,3.338535106,1.683285581,1.983344444,0.047328968,NA
gene-Z5201,150.3221775,3.553822258,1.795579579,1.979206212,0.047792794,NA
gene-Z5253,17129.00994,3.283268015,1.660259176,1.977563541,0.047977966,0.273732902
gene-Z2291,14772.79915,3.281459917,1.660181265,1.97656725,0.048090567,0.273732902
gene-Z5000,508.8201844,3.354332932,1.69848998,1.97489121,0.048280495,NA
gene-Z5517,6085.019596,-3.280497149,1.661365473,-1.974578864,0.04831596,NA
gene-Z4028,2223.623905,-3.28745883,1.666327182,-1.972877154,0.04850956,NA
gene-Z2704,111740.3354,-3.265820428,1.657334196,-1.970526183,0.048778097,0.27664401
gene-Z2382,9.933109617,-7.067071297,3.593564492,-1.966590919,0.049230391,NA
gene-Z2267,698329.939,-3.2534232,1.655701394,-1.964981858,0.049416337,0.279255633
gene-Z0728,4436.089841,-3.257298833,1.659391653,-1.962947582,0.049652265,NA
gene-Z5409,9359.589989,3.244379662,1.656224715,1.958900645,0.050124424,0.281764844
gene-Z1978,199301.0322,-3.238533165,1.653921803,-1.958093279,0.050219068,0.281764844
gene-Z2351,12.08080899,6.724997507,3.438379007,1.955862775,0.050481321,NA
gene-Z2297,1006.062927,3.272215606,1.673324049,1.955518184,0.050521939,NA
gene-Z4669,52085.36769,-3.231742516,1.653290483,-1.954733635,0.050614518,0.281886386
gene-Z2642,6717.936535,-3.231757343,1.655156529,-1.9525388,0.050874269,0.281886386
gene-Z3196,119490.8958,-3.226396825,1.652476524,-1.95246152,0.050883435,0.281886386
gene-Z4517,14866.00595,3.224662955,1.653185495,1.950575398,0.051107576,0.281886386
gene-Z1250,40016.80729,-3.222355718,1.652218242,-1.95032087,0.051137887,0.281886386
gene-Z0720,2538.161191,3.225001509,1.658250806,1.944821313,0.051796488,NA
gene-Z2212,32898.86175,-3.204942424,1.650151176,-1.942211399,0.052111514,0.286248909
gene-Z4595,77012.67406,3.195007863,1.648695332,1.937900715,0.052635337,0.28719919
gene-Z1401,23112.83598,-3.19568733,1.6491955,-1.937724988,0.052656784,0.28719919
gene-Z3147,7061.148962,-3.196155609,1.650664844,-1.936283807,0.052832951,0.28719919
gene-Z4894,1564.38087,3.201904417,1.659157007,1.929838107,0.0536269,NA
gene-Z2213,33022.62292,-3.167283588,1.645506461,-1.92480775,0.054253414,0.29390384
gene-Z5976,13135.7153,-3.164026032,1.645761936,-1.922529597,0.054539153,0.294436459
gene-Z2276,362.7430689,3.266551976,1.69949736,1.922069462,0.054597018,NA
gene-Z2646,51327.04524,-3.158017326,1.644208174,-1.920691902,0.054770561,0.294542721
gene-Z3396,4976.068446,-3.164355027,1.647590852,-1.920595167,0.054782765,NA
gene-Z3572,100087.7072,3.154928577,1.643706168,1.919399366,0.054933811,0.294542721
gene-Z5516,4401.307179,-3.159643689,1.64737882,-1.917982464,0.055113235,NA
gene-Z2901,3217.622802,-3.161972082,1.64886226,-1.917669025,0.055152992,NA
gene-Z1697,11075.29977,3.144008767,1.643588384,1.912893032,0.055761748,0.297964986
gene-Z3847,77275.633,-3.136472912,1.641454787,-1.910788489,0.056031768,0.298392905
gene-Z5199,2091.875972,3.150754357,1.650350205,1.909142889,0.056243661,NA
gene-Z1059,1193.214793,3.154950878,1.656364639,1.904744163,0.056813335,NA
gene-Z4588,150329.1072,-3.122718521,1.639665784,-1.904484775,0.056847078,0.301712024
gene-Z1976,57784.43899,3.119081253,1.639391278,1.902584999,0.057094718,0.302006068
gene-Z3422,184.2826739,3.321038731,1.746469878,1.901572294,0.057227093,NA
gene-Z2185,5632.509404,-3.122100123,1.642034667,-1.901360663,0.057254788,NA
gene-Z4885,13587.23554,3.11478567,1.639720983,1.899582735,0.0574879,0.302900086
gene-Z4764,84114.1595,-3.109773804,1.638141436,-1.898354889,0.057649348,0.302900086
gene-Z2952,285.4426703,3.240235682,1.70729794,1.897873597,0.057712735,NA
gene-Z1245,4196.571024,3.109208571,1.641415282,1.894224213,0.058195255,NA
gene-Z2230,9308.917707,3.103210849,1.638674448,1.893732372,0.058260542,0.305091039
gene-Z0073,1859.60564,3.114775506,1.64666813,1.891562391,0.058549311,NA
gene-Z3788,16368.20421,3.092271634,1.63662088,1.889424528,0.058834967,0.306291384
gene-Z5158,1242.209185,-3.116044861,1.650102817,-1.888394365,0.058973027,NA
gene-Z5560,916036.2012,-3.086553625,1.634993368,-1.88780804,0.059051725,0.306291384
gene-Z2034,59426.30483,3.086798643,1.635271057,1.8876373,0.059074659,0.306291384
gene-Z3044,345.8299364,3.190316924,1.691778725,1.885776713,0.05932505,NA
gene-Z2622,232.9582668,3.23622907,1.718623127,1.883035914,0.059695501,NA
gene-Z4668,273519.0796,-3.076418877,1.633785174,-1.883000853,0.059700252,0.308183868
gene-Z3495,5219.714873,3.082033671,1.637357011,1.882322334,0.059792264,NA
gene-Z0780,18701.12588,-3.076103201,1.634460637,-1.88202954,0.059832005,0.308183868
gene-Z3249,974.2333508,3.108906866,1.653390085,1.880322674,0.060064115,NA
gene-Z0714,1324.878832,-3.08430307,1.64547805,-1.874411555,0.060873722,NA
gene-Z4857,685.2671113,-3.106713355,1.658248744,-1.873490552,0.061000676,NA
gene-Z0526,22515.3393,-3.055009377,1.631736954,-1.872243788,0.061172884,0.313635835
gene-Z5942,8.691470915,-6.874423917,3.673866889,-1.871168479,0.061321732,NA
gene-Z5518,9071.647262,-3.053987434,1.632553016,-1.870681934,0.06138918,0.313635835
gene-Z0125,266943.7637,-3.048754214,1.630384852,-1.869959851,0.061489393,0.313635835
gene-Z4486,188.343168,3.242019869,1.734406496,1.869238772,0.061589602,NA
gene-Z1010,4416.894778,3.053113544,1.634325951,1.868117888,0.061745641,NA
gene-Z1117,35414.18685,3.042516105,1.629999719,1.86657462,0.061961015,0.315018621
gene-Z4763,3866.681044,-3.049171158,1.634080688,-1.865985676,0.06204337,NA
gene-Z5311,3228.529088,-3.04951693,1.634848278,-1.865321065,0.062136414,NA
gene-Z3290,954.5013628,3.075925937,1.64962403,1.864622411,0.062234349,NA
gene-Z1728,46355.82589,-3.034913364,1.628937051,-1.863125013,0.06244468,0.316453523
gene-Z3170,4546.444676,3.03969143,1.632572915,1.861902401,0.062616849,NA
gene-Z5129,1085.074773,-3.062823053,1.645201994,-1.861669913,0.062649632,NA
gene-Z0423,254.9889643,3.172753375,1.704889527,1.860972998,0.06274799,NA
gene-Z4120,4824.33684,3.036873402,1.632032552,1.860792176,0.062773531,NA
gene-Z2809,7137.190943,3.033797194,1.630630645,1.860505445,0.062814049,0.317301835
gene-Z3397,2041.941961,-3.041993517,1.636488951,-1.858853685,0.063047881,NA
gene-Z4865,641.071485,-3.073799591,1.655457441,-1.85676751,0.063344238,NA
gene-Z0072,505.6154142,3.082364562,1.664362616,1.851978969,0.064028843,NA
gene-Z2329,21215.71271,-3.008298257,1.626024707,-1.850093817,0.064300029,0.323767133
gene-Z3643,31213.79024,-3.002366048,1.624939436,-1.84767874,0.064648831,0.324480867
gene-Z1091,21920.92994,-2.999851728,1.624828695,-1.846257231,0.064854865,0.324480867
gene-Z3980,4380.232879,-3.000801175,1.627564341,-1.843737356,0.065221426,NA
gene-Z1303,24527.12958,2.993233357,1.623996329,1.843128155,0.065310301,0.32478162
gene-Z0739,18436.65684,-2.99333168,1.62415921,-1.843003852,0.065328448,0.32478162
gene-Z3716,198.6621923,3.169903305,1.721101898,1.841787118,0.065506295,NA
gene-Z1522,84601.45235,2.988486422,1.622976565,1.841361414,0.065568613,0.324947292
gene-Z0504,11168.62402,-2.98043571,1.623095319,-1.836266592,0.066318238,0.327100008
gene-Z4545,18918.63078,-2.977762434,1.622243788,-1.835582577,0.066419416,0.327100008
gene-Z4992,2069.643927,2.993041791,1.63072059,1.835410559,0.06644488,NA
gene-Z2731,147828.2958,2.968916748,1.620516326,1.832080739,0.066939392,0.32863058
gene-Z5921,2992.466724,2.977614693,1.626564505,1.830615806,0.067157908,NA
gene-Z4858,2197.868292,-2.979867461,1.628260156,-1.830092967,0.067236038,NA
gene-Z4217,1781.684422,2.984148107,1.630822022,1.829842906,0.067273433,NA
gene-Z2430,10.06734083,6.461961578,3.53182219,1.829639554,0.067303855,NA
gene-Z0131,26109.79945,-2.964574489,1.620427993,-1.829500911,0.067324603,0.329455357
gene-Z4518,23885.50439,2.961981394,1.620205632,1.828151523,0.067526814,0.329455357
gene-Z0340,4840.159344,-2.964489895,1.62282764,-1.826743531,0.06773834,NA
gene-Z3848,34962.26392,-2.958215321,1.619513648,-1.826607218,0.067758847,0.329563929
gene-Z0838,3683.254094,2.966330214,1.624232121,1.826296978,0.06780554,NA
gene-Z1681,1826.517646,-2.974328604,1.628905926,-1.825967085,0.06785522,NA
gene-Z3045,921.7321684,2.98984188,1.639460866,1.823673832,0.068201397,NA
gene-Z4622,1752.841491,-2.965569809,1.628165436,-1.821417986,0.068543343,NA
gene-Z5061,56802.2021,-2.941181528,1.617277854,-1.818600014,0.068972476,0.334431356
gene-Z4601,427.6774173,-3.013870186,1.659115967,-1.816551854,0.069285761,NA
gene-Z4697,390879.508,-2.934387822,1.616232639,-1.815572679,0.069435948,0.335642689
gene-Z3259,277.8586069,3.057311954,1.685299651,1.814105849,0.069661431,NA
gene-Z4132,220.155965,-3.074848111,1.69712777,-1.811795296,0.070017832,NA
gene-Z4860,910.3392944,-2.956451736,1.634560814,-1.808713209,0.07049557,NA
gene-Z4775,37.92031712,3.834911171,2.121027102,1.808044398,0.070599591,NA
gene-Z5933,3937.219546,2.926946503,1.619148321,1.807707462,0.070652043,NA
gene-Z4617,3302.641495,-2.92540228,1.619425511,-1.806444483,0.070848939,NA
gene-Z3425,4887.979213,-2.917257524,1.617027547,-1.804086473,0.071217752,NA
gene-Z2277,591.3556002,2.967113835,1.645554071,1.803109291,0.071371052,NA
gene-Z3489,248056.9793,-2.904353988,1.612584309,-1.801055592,0.071694118,0.345495275
gene-Z0820,555.5326458,-2.961048643,1.644803959,-1.800244112,0.071822101,NA
gene-Z2848,58558.81885,2.900105427,1.61227045,1.798771061,0.072054903,0.346172025
gene-Z0505,22647.65772,-2.890786795,1.611497214,-1.793851562,0.072836864,0.348456252
gene-Z2717,516.4378056,2.955379366,1.647748845,1.793586064,0.072879262,NA
gene-Z2514,29926.41225,-2.88866262,1.611083747,-1.792993459,0.07297397,0.348456252
gene-Z1276,603038.1285,2.884702752,1.61015207,1.791571619,0.073201613,0.348484041
gene-Z1968,899.8357021,2.921514111,1.6311891,1.79103337,0.07328794,NA
gene-Z5308,2072.714466,-2.894901396,1.618019543,-1.78916343,0.073588499,NA
gene-Z3199,296132.2063,-2.876088538,1.608905341,-1.787605811,0.073839627,0.350459379
gene-Z1878,300.7785861,-2.980366518,1.668479204,-1.786277294,0.074054371,NA
gene-Z0069,325.3596767,2.978674505,1.66756357,1.786243451,0.074059849,NA
gene-Z3472,1879.840995,-2.889693828,1.618076882,-1.785881659,0.074118421,NA
gene-Z1727,173226.3007,-2.871443807,1.608365282,-1.785318198,0.074209719,0.351155024
gene-Z0819,2457.739916,-2.882077205,1.615378161,-1.78415016,0.074399268,NA
gene-Z3026,2159.26004,-2.875607539,1.61535854,-1.780166736,0.075048678,NA
gene-Z1521,66501.96754,-2.859576251,1.607029642,-1.779417241,0.075171382,0.35463736
gene-Z2222,588.7884283,2.915345342,1.639191747,1.778526123,0.075317485,NA
gene-Z4884,10401.91212,2.853857776,1.607560992,1.77527185,0.075853011,0.356781678
